sex,age_cat,race,c_charge_degree,age,priors_count,juv_fel_count,juv_misd_count,juv_other_count,two_year_recid
Male,Less than 25,African-American,F,20,1,0,0,0,1
Male,25 - 45,Other,M,36,3,0,0,0,1
Female,25 - 45,African-American,F,36,3,0,0,0,1
Male,Greater than 45,African-American,M,56,0,0,0,0,0
Male,25 - 45,African-American,M,25,28,0,0,0,1
Male,25 - 45,African-American,F,25,2,1,0,0,0
Female,25 - 45,Caucasian,F,42,1,0,0,0,1
Male,25 - 45,African-American,M,34,9,0,2,0,1
Male,Greater than 45,African-American,F,48,4,0,0,0,0
Male,25 - 45,African-American,M,34,21,1,0,0,1
Male,25 - 45,Caucasian,F,28,0,0,0,0,0
Male,25 - 45,Caucasian,F,32,1,0,0,0,0
Female,25 - 45,Caucasian,F,31,2,0,0,0,0
Female,Less than 25,African-American,F,24,4,0,0,0,1
Female,25 - 45,Caucasian,F,25,0,0,0,0,1
Female,25 - 45,Caucasian,F,32,4,0,0,1,0
Male,25 - 45,African-American,F,37,20,0,0,0,1
Male,Less than 25,African-American,F,24,1,0,0,0,1
Male,Greater than 45,African-American,M,48,0,0,0,0,0
Male,25 - 45,African-American,F,25,9,1,2,0,1
Male,25 - 45,African-American,F,35,1,0,0,0,0
Male,Less than 25,African-American,F,21,1,0,0,0,1
Female,Less than 25,African-American,F,21,0,0,0,0,1
Female,25 - 45,Caucasian,F,27,0,0,0,0,1
Male,Less than 25,African-American,F,22,0,0,0,0,0
Male,25 - 45,African-American,F,28,4,0,0,0,0
Male,25 - 45,African-American,M,26,0,0,0,0,0
Male,Less than 25,Other,M,23,0,0,0,0,1
Male,25 - 45,Caucasian,F,34,0,0,0,0,0
Male,Less than 25,African-American,F,22,3,0,0,0,0
Male,25 - 45,Other,F,30,5,0,0,0,1
Male,25 - 45,Caucasian,F,44,5,0,0,0,0
Male,Greater than 45,Caucasian,F,57,1,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,1,1
Male,25 - 45,African-American,F,34,0,0,0,0,0
Male,Less than 25,African-American,F,24,7,0,0,0,1
Male,Less than 25,Caucasian,F,20,0,0,0,0,0
Male,25 - 45,Caucasian,F,35,2,0,0,0,0
Male,Greater than 45,Hispanic,M,53,1,0,0,0,1
Male,Greater than 45,African-American,F,60,13,0,0,0,0
Female,Less than 25,African-American,F,22,2,0,0,0,0
Male,25 - 45,Hispanic,M,43,0,0,0,0,0
Male,Greater than 45,Caucasian,F,72,7,0,0,0,0
Male,25 - 45,African-American,F,33,3,0,0,0,1
Male,Less than 25,African-American,F,24,1,0,0,0,1
Male,Greater than 45,African-American,F,60,0,0,0,0,0
Male,Less than 25,Caucasian,F,24,3,0,0,0,1
Male,25 - 45,Other,M,43,2,0,0,0,0
Male,25 - 45,African-American,M,30,1,0,0,0,0
Female,25 - 45,Caucasian,M,43,0,0,0,0,0
Male,Greater than 45,Hispanic,M,48,1,0,0,0,0
Male,Greater than 45,Other,M,54,0,0,0,0,0
Male,Greater than 45,African-American,M,45,1,0,0,0,0
Male,25 - 45,Other,F,36,0,0,0,0,0
Male,25 - 45,Caucasian,M,31,1,0,0,0,0
Male,25 - 45,African-American,M,40,0,0,0,0,0
Male,Greater than 45,Caucasian,F,50,1,0,0,0,0
Female,25 - 45,Other,M,26,1,0,0,0,0
Male,25 - 45,African-American,F,41,7,0,0,0,0
Male,25 - 45,Caucasian,F,34,5,0,0,1,1
Female,25 - 45,Caucasian,F,28,0,0,0,0,0
Male,25 - 45,African-American,F,30,1,0,0,0,0
Male,Less than 25,Caucasian,F,23,2,0,0,2,1
Female,25 - 45,Hispanic,M,37,0,0,0,0,1
Male,25 - 45,Hispanic,M,35,5,0,0,0,0
Male,Less than 25,Caucasian,F,21,1,0,0,1,1
Male,Greater than 45,African-American,F,45,1,0,0,0,0
Female,Less than 25,African-American,M,22,2,0,1,0,1
Male,25 - 45,African-American,F,29,6,0,0,0,1
Female,25 - 45,African-American,M,30,0,0,0,0,0
Male,Greater than 45,Caucasian,M,45,3,0,0,0,1
Female,Less than 25,African-American,F,24,2,0,0,0,0
Male,25 - 45,Caucasian,F,31,4,0,0,0,1
Male,Greater than 45,Caucasian,M,56,0,0,0,0,0
Female,25 - 45,Hispanic,F,44,4,0,0,0,1
Male,Less than 25,African-American,F,24,14,0,4,0,1
Male,25 - 45,African-American,F,38,11,0,0,0,0
Male,Greater than 45,African-American,F,51,22,0,0,0,1
Male,Less than 25,Caucasian,F,22,0,0,0,0,0
Male,25 - 45,African-American,M,28,5,0,0,0,0
Male,Greater than 45,African-American,F,47,19,0,0,1,1
Male,Greater than 45,African-American,M,51,0,0,0,0,1
Male,25 - 45,Caucasian,M,25,1,0,0,0,0
Male,Greater than 45,Hispanic,F,53,1,0,0,0,0
Male,25 - 45,African-American,F,30,0,0,0,0,0
Male,25 - 45,Caucasian,F,33,0,0,0,0,1
Male,25 - 45,African-American,F,35,5,0,0,0,1
Female,25 - 45,African-American,F,33,0,0,0,0,0
Male,Greater than 45,African-American,F,65,11,0,0,0,0
Male,Greater than 45,Other,M,59,1,0,0,0,0
Female,25 - 45,African-American,M,37,4,0,0,0,0
Female,25 - 45,Caucasian,F,33,1,0,0,0,0
Male,25 - 45,African-American,F,27,2,0,0,0,1
Female,25 - 45,African-American,F,29,9,0,0,0,1
Male,25 - 45,Native American,F,26,11,0,0,0,1
Male,Less than 25,African-American,F,24,3,0,0,3,1
Male,25 - 45,African-American,F,43,5,0,0,0,0
Male,25 - 45,African-American,M,37,11,0,0,0,1
Male,Greater than 45,African-American,F,53,13,0,0,0,0
Male,25 - 45,African-American,F,43,4,0,0,0,0
Male,25 - 45,African-American,F,26,4,0,0,0,1
Female,25 - 45,Caucasian,M,30,1,0,0,0,0
Male,25 - 45,African-American,F,27,6,0,0,0,1
Male,25 - 45,Caucasian,F,39,9,0,0,0,1
Male,25 - 45,Caucasian,M,37,4,0,0,0,1
Male,Less than 25,Caucasian,M,22,3,0,0,0,1
Male,25 - 45,Caucasian,F,25,0,0,0,0,0
Male,25 - 45,Hispanic,F,26,1,0,0,0,0
Female,25 - 45,Caucasian,M,28,0,0,0,0,0
Male,25 - 45,African-American,M,25,0,0,0,0,1
Male,Greater than 45,Caucasian,F,58,1,0,0,0,0
Female,25 - 45,Caucasian,M,29,1,0,0,0,1
Male,25 - 45,African-American,F,33,8,0,0,0,0
Male,25 - 45,African-American,F,38,0,0,0,0,0
Male,25 - 45,Caucasian,F,38,2,0,0,0,0
Male,Greater than 45,African-American,F,59,22,0,0,0,1
Male,25 - 45,Other,M,29,4,0,0,0,1
Male,Greater than 45,African-American,F,57,9,0,0,0,0
Male,Greater than 45,Caucasian,M,53,0,0,0,0,1
Male,25 - 45,African-American,F,33,2,0,0,0,1
Male,Greater than 45,Caucasian,M,58,1,0,0,0,0
Male,Greater than 45,Caucasian,M,51,1,0,0,0,0
Male,25 - 45,African-American,F,25,11,0,0,2,1
Male,Greater than 45,Caucasian,F,53,2,0,0,0,0
Male,25 - 45,Caucasian,M,32,0,0,0,0,1
Male,25 - 45,African-American,F,35,6,0,0,0,1
Male,25 - 45,Caucasian,F,39,1,0,0,0,0
Male,25 - 45,Hispanic,M,36,1,0,0,0,0
Female,25 - 45,Caucasian,M,42,5,0,0,0,1
Male,25 - 45,African-American,M,37,0,0,0,0,0
Male,25 - 45,Caucasian,F,39,0,0,0,0,0
Female,Greater than 45,Caucasian,M,52,3,0,0,0,0
Male,Greater than 45,Other,M,60,1,0,0,0,0
Male,25 - 45,Hispanic,M,37,2,0,0,0,0
Male,25 - 45,Caucasian,F,42,4,0,0,0,1
Male,25 - 45,Hispanic,M,44,0,0,0,0,1
Male,Less than 25,African-American,F,23,6,0,0,0,1
Female,25 - 45,African-American,M,42,0,0,0,0,1
Female,25 - 45,Caucasian,F,28,2,0,0,0,0
Male,25 - 45,African-American,F,28,5,0,0,0,0
Male,25 - 45,Caucasian,F,38,12,0,0,0,0
Female,25 - 45,African-American,F,43,2,0,0,0,1
Male,25 - 45,African-American,F,42,0,0,0,0,0
Female,25 - 45,Caucasian,M,25,0,0,0,0,0
Male,25 - 45,African-American,F,32,7,0,0,0,1
Male,Less than 25,African-American,F,21,0,0,0,0,1
Female,25 - 45,Caucasian,M,35,1,0,0,0,0
Male,25 - 45,Caucasian,F,37,0,0,0,0,0
Female,25 - 45,African-American,F,33,2,0,0,0,0
Female,Greater than 45,Caucasian,F,51,4,0,0,0,0
Male,25 - 45,Caucasian,F,39,3,0,0,0,0
Male,25 - 45,Hispanic,M,35,5,0,0,0,1
Male,25 - 45,African-American,F,40,3,0,0,0,0
Male,25 - 45,African-American,F,32,17,0,0,0,1
Male,Less than 25,Caucasian,F,18,4,5,0,0,1
Male,25 - 45,Caucasian,F,32,3,0,0,0,1
Male,25 - 45,Other,M,37,0,0,0,0,0
Male,25 - 45,African-American,F,32,10,0,0,0,1
Male,Greater than 45,Caucasian,M,47,5,0,0,0,1
Female,Less than 25,Caucasian,M,23,0,0,0,0,0
Male,Greater than 45,Caucasian,F,63,10,0,0,0,1
Male,25 - 45,African-American,F,38,16,0,1,0,1
Male,25 - 45,African-American,M,32,6,0,0,0,1
Male,25 - 45,African-American,F,31,4,0,0,0,1
Male,Less than 25,African-American,F,23,0,0,0,0,0
Male,25 - 45,Hispanic,M,38,1,0,0,0,0
Female,Greater than 45,Caucasian,M,47,0,0,0,0,0
Male,25 - 45,Caucasian,F,33,1,0,0,0,1
Male,Less than 25,Caucasian,F,22,1,0,0,0,0
Male,25 - 45,Caucasian,M,26,1,0,0,0,0
Male,25 - 45,Caucasian,M,40,0,0,0,0,1
Male,25 - 45,African-American,F,36,14,10,0,0,1
Female,Greater than 45,Caucasian,M,65,0,0,0,0,0
Male,25 - 45,Caucasian,M,44,4,0,0,0,1
Female,Less than 25,African-American,M,22,0,0,0,0,0
Male,25 - 45,Hispanic,M,34,0,0,0,0,0
Female,25 - 45,Hispanic,F,38,0,0,0,0,0
Female,25 - 45,Caucasian,F,26,4,0,0,0,1
Male,Less than 25,Hispanic,M,20,0,0,0,0,1
Male,Greater than 45,Hispanic,F,49,0,0,0,0,0
Male,Greater than 45,African-American,F,56,7,0,0,0,0
Male,Greater than 45,Caucasian,F,52,2,0,0,0,1
Male,25 - 45,Other,M,25,2,0,0,0,1
Male,25 - 45,African-American,F,34,5,0,0,0,0
Male,25 - 45,African-American,M,33,1,0,0,0,1
Male,Less than 25,African-American,F,21,1,0,1,2,0
Male,Greater than 45,African-American,F,46,9,0,0,0,0
Male,Less than 25,African-American,M,22,2,0,0,0,1
Male,Greater than 45,Caucasian,M,57,1,0,0,0,0
Male,Less than 25,African-American,F,22,2,0,0,1,1
Female,Greater than 45,Caucasian,M,48,1,0,0,0,1
Male,25 - 45,African-American,F,40,21,0,0,0,0
Female,25 - 45,African-American,F,30,1,0,0,0,0
Male,Less than 25,Caucasian,M,21,4,0,1,0,1
Female,25 - 45,African-American,F,39,22,0,2,0,1
Male,25 - 45,Caucasian,F,27,13,0,0,0,1
Female,25 - 45,Caucasian,M,33,0,0,0,0,1
Male,Less than 25,African-American,F,24,0,0,0,0,0
Male,25 - 45,African-American,F,43,0,0,0,0,1
Female,Greater than 45,Caucasian,M,45,0,0,0,0,0
Male,Greater than 45,African-American,F,51,3,0,0,0,0
Female,25 - 45,African-American,F,35,2,0,0,0,1
Male,25 - 45,African-American,M,31,9,0,0,0,1
Male,25 - 45,Caucasian,M,27,0,0,0,0,0
Male,25 - 45,African-American,F,32,1,0,0,0,0
Male,Greater than 45,Caucasian,M,49,0,0,0,0,0
Male,25 - 45,African-American,F,29,2,0,0,0,0
Male,Less than 25,African-American,F,23,2,0,1,0,1
Male,25 - 45,Asian,M,30,6,0,0,0,0
Male,Greater than 45,African-American,F,55,12,0,0,0,1
Male,25 - 45,Caucasian,M,30,0,0,0,0,0
Male,25 - 45,African-American,F,34,13,0,0,0,1
Male,Greater than 45,Caucasian,F,56,2,0,0,0,0
Male,25 - 45,African-American,F,33,4,0,0,0,0
Male,25 - 45,African-American,M,28,1,0,0,0,0
Male,25 - 45,African-American,F,29,1,0,0,0,0
Male,25 - 45,Caucasian,M,38,0,0,0,0,0
Male,25 - 45,Caucasian,F,37,0,0,0,0,0
Female,25 - 45,Caucasian,M,33,0,0,0,0,1
Male,25 - 45,Hispanic,F,30,0,0,0,0,0
Male,Greater than 45,African-American,F,51,19,1,0,1,0
Male,Greater than 45,African-American,M,65,7,0,0,0,0
Female,25 - 45,African-American,M,32,1,0,0,0,0
Male,25 - 45,Caucasian,F,38,5,0,0,0,1
Male,25 - 45,African-American,F,35,1,0,0,0,0
Male,Greater than 45,Caucasian,F,57,1,0,0,0,0
Male,25 - 45,Caucasian,F,26,1,0,0,0,0
Female,Less than 25,Hispanic,M,23,7,0,3,1,1
Female,25 - 45,African-American,M,36,4,2,0,0,1
Female,25 - 45,Hispanic,F,33,2,0,0,0,1
Male,25 - 45,Caucasian,F,35,3,0,0,0,1
Male,25 - 45,African-American,F,33,0,0,0,0,0
Male,Greater than 45,Caucasian,M,47,0,0,0,0,0
Female,Greater than 45,Hispanic,M,53,0,0,0,0,0
Male,25 - 45,Other,F,31,6,0,0,0,0
Male,25 - 45,Caucasian,M,35,1,0,0,0,1
Female,25 - 45,African-American,F,36,1,0,0,0,1
Female,25 - 45,Caucasian,M,25,0,0,0,0,0
Male,Greater than 45,Hispanic,F,52,10,0,0,0,0
Male,Less than 25,Hispanic,M,23,3,0,0,0,1
Male,25 - 45,African-American,M,34,7,0,0,0,0
Male,Greater than 45,Caucasian,F,51,6,0,0,0,1
Male,Less than 25,African-American,F,24,8,0,0,4,1
Male,25 - 45,Caucasian,F,32,0,0,0,0,1
Male,25 - 45,African-American,F,43,8,0,0,0,1
Male,Greater than 45,African-American,M,45,20,1,0,1,0
Male,25 - 45,African-American,M,42,10,0,0,0,1
Male,Less than 25,African-American,F,22,1,0,0,0,1
Male,Greater than 45,African-American,F,49,4,0,0,0,0
Male,25 - 45,African-American,F,42,0,0,0,0,1
Male,25 - 45,Caucasian,M,40,0,0,0,0,1
Male,25 - 45,African-American,F,25,2,0,1,0,1
Male,25 - 45,Caucasian,M,25,0,0,0,0,1
Male,Less than 25,African-American,F,23,0,0,0,0,0
Male,Less than 25,Caucasian,F,21,2,0,0,0,1
Male,25 - 45,Caucasian,M,31,3,0,0,0,0
Female,25 - 45,African-American,M,28,0,0,0,0,0
Male,Less than 25,African-American,F,24,11,0,0,0,1
Male,Greater than 45,Caucasian,F,45,0,0,0,0,0
Male,Less than 25,African-American,M,23,2,0,0,0,1
Male,25 - 45,African-American,F,39,7,0,0,0,1
Male,25 - 45,Caucasian,F,25,2,0,0,0,0
Male,Less than 25,African-American,F,24,1,0,1,0,0
Male,Greater than 45,Caucasian,F,46,1,0,0,0,0
Male,Greater than 45,Caucasian,F,47,3,0,0,0,0
Male,Greater than 45,Caucasian,M,54,2,0,0,0,1
Male,Less than 25,African-American,M,22,1,0,0,1,1
Female,25 - 45,Caucasian,M,34,0,0,0,0,0
Male,25 - 45,Caucasian,M,33,0,0,0,0,1
Male,25 - 45,Caucasian,M,27,1,0,0,0,0
Male,25 - 45,African-American,F,29,16,0,0,1,1
Male,25 - 45,Hispanic,M,34,3,0,0,0,0
Male,25 - 45,African-American,F,32,1,0,0,0,0
Male,25 - 45,African-American,M,29,0,0,0,0,0
Female,25 - 45,Caucasian,M,25,2,0,0,0,1
Male,25 - 45,Caucasian,F,34,16,0,0,0,1
Female,Greater than 45,African-American,F,55,1,0,0,0,0
Male,25 - 45,African-American,F,27,0,0,0,0,1
Male,25 - 45,African-American,M,26,0,0,0,0,0
Male,25 - 45,African-American,F,39,19,2,2,1,1
Male,Less than 25,African-American,F,24,1,0,0,0,0
Male,25 - 45,Caucasian,M,29,0,0,0,0,0
Female,25 - 45,Caucasian,F,31,3,0,0,0,1
Male,Greater than 45,African-American,F,50,13,0,0,0,1
Male,25 - 45,Hispanic,F,25,2,0,0,0,1
Male,25 - 45,African-American,F,31,4,0,0,0,1
Male,25 - 45,Other,M,31,0,0,0,0,0
Male,25 - 45,Caucasian,F,26,2,1,0,0,0
Male,Greater than 45,Caucasian,F,54,2,0,0,0,0
Male,25 - 45,African-American,F,33,14,0,0,0,1
Male,Less than 25,African-American,M,22,0,0,0,0,1
Male,25 - 45,African-American,F,35,8,0,1,0,0
Female,25 - 45,Other,F,30,4,0,0,0,1
Male,25 - 45,African-American,F,25,0,0,0,0,0
Male,25 - 45,African-American,F,25,0,0,0,0,0
Male,25 - 45,African-American,F,44,0,0,0,0,1
Female,25 - 45,Caucasian,F,29,2,0,0,0,1
Male,Greater than 45,Caucasian,F,46,2,0,0,0,1
Male,Greater than 45,Caucasian,M,53,0,0,0,0,0
Male,Less than 25,African-American,F,24,2,0,0,0,1
Female,Greater than 45,African-American,F,52,2,0,0,0,1
Male,25 - 45,African-American,M,27,0,0,0,0,1
Male,25 - 45,Caucasian,F,41,0,0,0,0,0
Female,Less than 25,African-American,F,21,0,0,0,0,1
Male,Less than 25,Caucasian,F,24,1,0,0,0,0
Male,25 - 45,Caucasian,F,38,8,0,0,0,0
Male,Less than 25,Caucasian,M,23,0,0,0,0,0
Male,25 - 45,African-American,F,42,0,0,0,0,0
Male,25 - 45,Caucasian,F,32,4,0,0,0,0
Male,Less than 25,Hispanic,M,24,3,0,0,0,1
Male,Less than 25,African-American,F,24,5,5,0,0,1
Male,25 - 45,African-American,F,26,4,0,0,0,1
Male,Greater than 45,Caucasian,F,50,9,0,0,0,1
Female,25 - 45,African-American,M,32,3,0,0,0,0
Male,25 - 45,African-American,F,40,13,0,0,0,0
Male,25 - 45,Caucasian,M,25,1,0,0,0,1
Male,25 - 45,Hispanic,F,42,1,0,0,0,0
Male,25 - 45,African-American,F,27,2,0,0,0,0
Male,Less than 25,Caucasian,F,23,0,0,0,0,1
Male,25 - 45,African-American,M,37,22,0,0,0,1
Male,25 - 45,African-American,M,32,1,0,0,0,1
Male,25 - 45,African-American,M,38,2,0,0,0,1
Male,Greater than 45,Caucasian,M,52,4,0,0,0,1
Male,25 - 45,Caucasian,F,29,2,0,0,0,0
Male,25 - 45,African-American,M,28,7,0,0,0,1
Male,Greater than 45,African-American,M,49,0,0,0,0,0
Male,Greater than 45,Caucasian,F,50,0,0,0,0,0
Male,25 - 45,Caucasian,F,26,2,0,0,0,1
Female,25 - 45,Caucasian,F,34,0,0,0,0,1
Female,25 - 45,Caucasian,F,28,1,0,0,0,0
Male,25 - 45,Caucasian,F,36,4,0,0,0,1
Male,Greater than 45,African-American,F,45,1,0,0,0,1
Male,25 - 45,African-American,F,30,0,0,0,0,1
Male,Less than 25,African-American,F,24,3,0,0,0,1
Male,25 - 45,African-American,M,25,0,0,0,0,1
Male,25 - 45,African-American,M,25,4,0,0,0,1
Male,Greater than 45,Caucasian,F,45,2,0,0,0,0
Male,25 - 45,Caucasian,F,26,1,0,0,0,1
Male,25 - 45,Other,F,37,2,0,0,0,0
Male,Less than 25,Hispanic,M,24,0,0,0,0,0
Male,25 - 45,Caucasian,M,40,2,0,0,0,0
Male,Greater than 45,Caucasian,M,60,1,0,0,0,0
Female,25 - 45,Hispanic,F,33,0,0,0,0,0
Male,25 - 45,African-American,F,31,6,0,0,1,0
Male,Greater than 45,Hispanic,F,53,18,0,0,0,0
Male,Greater than 45,Hispanic,M,55,0,0,0,0,0
Male,25 - 45,Caucasian,M,36,4,0,0,0,0
Male,25 - 45,Other,F,30,6,0,0,0,1
Male,Less than 25,African-American,F,21,1,0,0,0,1
Male,Greater than 45,Caucasian,M,55,0,0,0,0,0
Male,Less than 25,Caucasian,F,22,1,0,0,0,1
Female,Less than 25,African-American,F,23,1,0,0,0,0
Female,Less than 25,Caucasian,M,24,7,0,0,1,1
Female,25 - 45,African-American,F,40,13,0,0,0,1
Male,Greater than 45,Caucasian,F,57,9,0,0,0,1
Male,25 - 45,Caucasian,M,33,0,0,0,0,1
Male,25 - 45,Caucasian,F,32,2,0,0,0,0
Male,Greater than 45,Caucasian,F,47,3,0,0,0,0
Male,Greater than 45,Caucasian,M,51,6,0,0,0,1
Male,Less than 25,African-American,F,22,1,0,1,0,0
Male,Greater than 45,Caucasian,F,47,2,0,0,0,0
Male,25 - 45,Caucasian,F,28,1,0,0,0,1
Male,Less than 25,African-American,F,21,1,0,0,1,1
Male,25 - 45,African-American,F,28,5,0,0,0,0
Female,25 - 45,Caucasian,M,44,1,0,0,0,1
Male,25 - 45,African-American,F,25,0,0,0,0,1
Male,25 - 45,African-American,M,34,4,0,0,0,0
Male,Greater than 45,Caucasian,M,65,0,0,0,0,0
Male,25 - 45,Caucasian,F,33,5,0,0,0,1
Female,Less than 25,Caucasian,M,23,0,0,0,0,0
Female,25 - 45,Caucasian,M,44,0,0,0,0,0
Male,Less than 25,Hispanic,F,21,1,1,0,0,1
Male,Less than 25,African-American,M,24,1,0,0,0,0
Male,Greater than 45,Caucasian,M,51,1,0,0,0,0
Female,Less than 25,African-American,F,21,0,0,0,0,1
Male,25 - 45,Caucasian,F,39,6,0,0,0,0
Male,25 - 45,African-American,F,29,29,0,0,0,1
Male,Less than 25,Caucasian,F,24,1,0,0,0,0
Female,Less than 25,African-American,F,23,0,0,0,0,1
Male,25 - 45,African-American,F,31,11,0,0,2,1
Female,25 - 45,African-American,M,35,0,0,0,0,0
Male,25 - 45,Other,F,30,0,0,0,0,0
Male,25 - 45,Caucasian,F,34,8,0,0,0,0
Female,25 - 45,African-American,F,39,4,0,0,0,0
Male,25 - 45,African-American,M,29,6,0,0,0,0
Male,Greater than 45,Caucasian,M,51,0,0,0,0,0
Male,Less than 25,Caucasian,F,22,1,0,0,1,0
Male,25 - 45,Caucasian,F,29,2,0,0,0,0
Male,25 - 45,Caucasian,F,35,8,0,0,0,1
Male,25 - 45,Caucasian,F,32,6,0,0,0,1
Male,25 - 45,Caucasian,M,33,3,0,0,0,1
Male,Greater than 45,Caucasian,F,58,5,0,0,0,1
Male,Greater than 45,Other,F,54,0,0,0,0,0
Male,25 - 45,African-American,F,30,3,0,0,0,0
Male,25 - 45,African-American,F,33,2,0,0,0,1
Male,Less than 25,African-American,F,24,0,0,0,0,1
Male,Greater than 45,African-American,F,48,10,0,0,0,0
Male,Less than 25,African-American,M,23,0,0,0,0,0
Male,Less than 25,Caucasian,F,23,2,0,0,0,1
Male,Greater than 45,Asian,M,47,1,0,0,0,0
Male,Less than 25,Other,F,21,0,0,0,0,0
Male,25 - 45,African-American,M,29,0,0,0,0,1
Male,Greater than 45,Caucasian,F,48,2,0,0,0,0
Male,25 - 45,Caucasian,M,37,4,0,0,0,1
Male,Greater than 45,Caucasian,F,50,3,0,0,0,0
Male,Less than 25,African-American,F,19,3,0,0,0,1
Male,25 - 45,Caucasian,M,39,2,0,0,0,0
Male,Greater than 45,African-American,F,49,13,2,0,0,0
Male,Greater than 45,Caucasian,F,58,2,0,0,0,0
Male,25 - 45,African-American,F,31,6,0,0,0,0
Male,Less than 25,African-American,M,23,1,0,0,2,0
Female,Less than 25,African-American,F,23,0,0,0,0,1
Male,25 - 45,Caucasian,F,31,17,0,0,0,1
Male,25 - 45,Other,F,33,0,0,0,0,1
Male,Greater than 45,Caucasian,F,57,6,0,0,0,0
Female,25 - 45,Caucasian,M,31,0,0,0,0,0
Male,Greater than 45,African-American,F,57,19,0,0,0,0
Male,Greater than 45,Caucasian,M,57,12,0,0,0,0
Male,25 - 45,African-American,M,29,6,0,0,0,1
Male,25 - 45,African-American,M,30,0,0,0,0,1
Male,Greater than 45,African-American,F,45,11,0,0,0,0
Male,25 - 45,Caucasian,F,42,0,0,0,0,0
Male,Greater than 45,Other,F,48,7,0,0,0,0
Male,25 - 45,African-American,F,29,12,0,2,0,1
Male,Less than 25,Caucasian,F,23,0,0,0,0,0
Female,25 - 45,Caucasian,F,28,0,0,0,0,0
Male,25 - 45,African-American,F,41,3,0,0,0,0
Male,25 - 45,African-American,M,25,1,0,0,0,1
Female,25 - 45,Caucasian,M,34,3,0,0,0,0
Male,Greater than 45,African-American,F,53,26,0,0,0,1
Female,25 - 45,African-American,F,28,1,0,0,0,1
Male,25 - 45,African-American,F,27,0,0,0,0,0
Male,25 - 45,African-American,F,39,4,0,0,0,0
Female,Greater than 45,Caucasian,F,55,6,0,0,0,0
Male,25 - 45,African-American,F,27,4,0,0,0,1
Male,25 - 45,Caucasian,F,30,7,0,0,1,1
Male,25 - 45,African-American,M,31,15,3,0,1,1
Male,Less than 25,African-American,M,20,1,0,0,1,1
Male,25 - 45,Caucasian,F,26,2,0,0,0,1
Male,25 - 45,African-American,F,44,7,0,0,0,1
Male,25 - 45,African-American,F,33,17,0,0,0,1
Male,25 - 45,Caucasian,F,34,0,0,0,0,1
Male,25 - 45,Caucasian,M,27,0,0,0,0,0
Male,Less than 25,African-American,F,21,1,0,0,1,1
Male,25 - 45,African-American,F,29,4,0,0,0,0
Male,25 - 45,African-American,F,27,7,0,0,0,0
Female,Less than 25,Caucasian,F,24,0,0,0,0,0
Male,25 - 45,African-American,F,29,0,0,0,0,1
Male,Less than 25,Caucasian,F,20,0,0,0,0,0
Female,Less than 25,Caucasian,F,23,0,0,0,0,0
Female,Greater than 45,African-American,M,48,0,0,0,0,0
Male,25 - 45,African-American,M,34,0,0,0,0,1
Male,Greater than 45,African-American,M,46,1,0,0,0,1
Female,25 - 45,Caucasian,F,41,3,0,0,0,0
Male,25 - 45,African-American,F,26,3,0,0,0,1
Male,25 - 45,African-American,F,37,11,0,0,0,1
Female,Greater than 45,Caucasian,F,54,7,0,0,0,0
Female,25 - 45,African-American,M,25,5,0,0,0,0
Female,Less than 25,Caucasian,F,22,2,0,0,0,0
Male,25 - 45,African-American,F,32,7,0,0,0,0
Male,25 - 45,African-American,M,44,0,0,0,0,0
Male,25 - 45,African-American,F,28,1,0,0,0,0
Male,Greater than 45,African-American,M,60,3,0,0,0,0
Male,Greater than 45,Caucasian,F,49,0,0,0,0,0
Male,25 - 45,African-American,F,32,9,0,0,0,0
Male,25 - 45,African-American,M,30,10,0,0,0,1
Male,Greater than 45,Caucasian,F,52,0,0,0,0,0
Female,25 - 45,African-American,M,27,1,0,0,0,0
Male,25 - 45,African-American,F,34,0,0,0,0,0
Male,Greater than 45,African-American,F,55,5,0,0,0,1
Male,25 - 45,African-American,M,37,6,0,0,0,0
Male,25 - 45,African-American,M,33,0,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,0,1
Female,25 - 45,African-American,M,27,0,0,0,0,0
Male,Less than 25,African-American,F,20,0,0,0,2,1
Male,25 - 45,Caucasian,F,33,0,0,0,0,0
Male,25 - 45,African-American,M,26,0,0,0,0,0
Male,25 - 45,African-American,M,29,0,0,0,0,0
Male,25 - 45,African-American,M,32,1,0,0,0,0
Male,25 - 45,Caucasian,M,37,4,0,0,0,0
Male,25 - 45,African-American,F,31,15,0,0,0,0
Male,25 - 45,African-American,F,29,6,0,0,0,1
Male,25 - 45,African-American,F,31,6,0,0,0,0
Female,25 - 45,Caucasian,F,36,2,0,0,0,0
Male,25 - 45,African-American,M,35,4,0,0,0,0
Female,25 - 45,African-American,F,37,1,0,0,0,0
Male,25 - 45,Caucasian,M,34,5,0,0,0,1
Male,Less than 25,Caucasian,M,20,1,0,0,0,1
Female,Greater than 45,African-American,M,50,12,0,0,0,1
Male,Less than 25,Caucasian,F,24,8,0,0,2,1
Male,25 - 45,African-American,M,29,8,0,1,0,1
Female,Greater than 45,African-American,F,45,1,0,0,0,0
Male,25 - 45,Caucasian,F,34,2,0,0,0,1
Male,Greater than 45,African-American,M,70,0,0,0,0,0
Male,25 - 45,African-American,F,26,2,0,0,0,0
Male,Less than 25,African-American,F,23,4,1,0,0,0
